#OTUID ID	taxonomy	Confidence
030410fa1dc48dc46c53d5571dcd67e0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Micavibrionales;f__uncultured;g__uncultured;s__	0.9989317565168756
0305fa9ed4fec4b4e324d135a42f1847	d__Bacteria	0.9999999752713061
0307b4a7da64b93fa5b1985f5d6e4a17	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales	0.8241620180001219
030dda68d5e726cc67068cdc25f57447	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__OPB41;f__OPB41;g__OPB41;s__	0.9999977601656627
0310336bb6b3bb456a2c01c4bdb5fad8	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__PeM15;f__PeM15;g__PeM15;s__	0.9885261024804796
0316f704d3d8015592691596b912955b	d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Methylomirabilales;f__Methylomirabilaceae;g__Sh765B-TzT-35;s__	0.9999999134468178
032663aa10694b3c78b7591a1cd0cc98	d__Bacteria	0.999999995910361
032b567821b269a2efce89807a896675	d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Hungateiclostridiaceae;g__Saccharofermentans;s__	0.7708367993165134
032d93398f0e52c54039da5d34da2587	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__DEV007;g__DEV007;s__	0.929783404334024
03302e330c571e31a299871bd7adce53	d__Bacteria;p__Actinobacteriota;c__WCHB1-81;o__WCHB1-81;f__WCHB1-81;g__WCHB1-81;s__	0.9999998728137395
0331ca6d3185ef2391b91b00331ee6e7	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__SM2D12;g__SM2D12;s__	0.9994055510353222
033eb3a13bdbb79c7681400da6b55836	d__Bacteria;p__Planctomycetota;c__vadinHA49;o__vadinHA49;f__vadinHA49;g__vadinHA49;s__	0.9999469063072318
0341803c031f67cb4b70b5f6a5c72cb6	d__Eukaryota	0.7032487387635964
0346f9a40d41134386e6103486dcd36a	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Micrococcales;f__Micrococcaceae	0.9592557832488503
